n_neurons,n_cores,conn_prob,firing_rate,learning_rule,T_simulate,T_simulate_sem,T_1core,speedup,speedup_sem,efficiency,efficiency_sem
50,8,0.2,40.0,static,0.4110108050032674,0.00035322023666221463,0.450294571002208,1.095578426456765,0.014962634843008667,0.13694730330709562,0.0018703293553760834
50,1,0.2,40.0,stdp,0.46115235366354074,0.0004951095172466737,0.46115235366354074,1.0,0.001518349822109126,1.0,0.001518349822109126
50,2,0.2,40.0,stdp,0.3626191123379006,0.002796851027949098,0.46115235366354074,1.271726552663952,0.009903294684160947,0.635863276331976,0.004951647342080473
50,4,0.2,40.0,stdp,0.3124964630017833,0.0007125179006827474,0.46115235366354074,1.475704234325715,0.0037190885325738736,0.36892605858142874,0.0009297721331434684
50,8,0.2,40.0,stdp,0.41510574700077996,0.0004169918089158288,0.46115235366354074,1.1109274130639157,0.0016334036720629837,0.13886592663298947,0.00020417545900787296
100,1,0.05,10.0,static,0.7505779606678212,0.0003631125745497739,0.7505779606678212,1.0,0.0006841644099696216,1.0,0.0006841644099696216
100,2,0.05,10.0,static,0.5167566086650671,0.005402024859952845,0.7505779606678212,1.4524786874168534,0.015200044704446627,0.7262393437084267,0.0076000223522233136
100,4,0.05,10.0,static,0.41031596666046727,0.009444247748240368,0.7505779606678212,1.82926822657359,0.0421135888135953,0.4573170566433975,0.010528397203398826
100,8,0.05,10.0,static,0.46068017300179537,0.004283729171552201,0.7505779606678212,1.6292821021079544,0.015170704100195852,0.2036602627634943,0.0018963380125244815
100,1,0.05,10.0,stdp,0.7662166949982444,0.0010650908983037798,0.7662166949982444,1.0,0.001965848569176373,1.0,0.001965848569176373
100,2,0.05,10.0,stdp,0.524788077333748,0.0010256044551436854,0.7662166949982444,1.46004973834601,0.003501579052881111,0.730024869173005,0.0017507895264405554
100,4,0.05,10.0,stdp,0.4148206143290736,0.00923862420471825,0.7662166949982444,1.84710370828006,0.041217583903648956,0.461775927070015,0.010304395975912239
100,8,0.05,10.0,stdp,0.4636871636660847,0.001201642804899931,0.7662166949982444,1.6524431880758736,0.0048594544095067645,0.2065553985094842,0.0006074318011883456
